sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION X (°);ORIENTATION Y (°);ORIENTATION Z (°);PROXIMITY (i);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);Temperature (F);Level (%);Voltage (Volt);Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
2.6049;7.6614;7.9678;2.008;6.4743;7.2821;0.5969;1.187;0.6857;-28.2;-24.0;0.5;117.47;-41.28;-13.83;0.4;34.055;19.519867;-96.915565;;;203.22581;93.2;80.0;3.0;54202;2014-11-08 13:54:52:591
7.3549;3.5242;8.5807;6.8489;3.92;8.0967;0.506;-0.3958;0.484;-33.3;17.3;-8.6;44.64;-26.28;-27.35;0.0;61.798;19.519867;-96.915565;;;203.22581;93.2;80.0;3.0;54732;2014-11-08 13:54:53:121
6.2823;1.5323;9.1936;5.4554;2.103;8.1716;0.8269;-0.5707;1.022;-29.2;20.5;-14.3;31.82;-12.08;-33.73;0.0;36.545;19.519867;-96.915565;;;203.22581;93.2;80.0;3.0;55238;2014-11-08 13:54:53:627
7.2017;0.9194;7.3549;5.6075;3.1692;8.7171;1.5942;-2.2498;-1.3622;-29.7;19.8;-13.5;32.0;-12.7;-37.07;0.0;64.078;19.520044;-96.9156;;;125.80645;93.2;80.0;3.0;55775;2014-11-08 13:54:54:164
5.5162;4.75;7.2017;7.6547;0.6493;6.9631;-2.1385;4.1007;0.2386;-34.9;2.7;-11.5;74.19;-3.22;-44.9;0.0;36.703;19.520044;-96.9156;;;125.80645;93.2;80.0;3.0;56275;2014-11-08 13:54:54:664
1.992;6.8952;6.1291;2.5089;7.1645;7.9471;-0.517;-0.2693;-1.818;-29.4;-20.1;-8.2;112.48;-25.79;-35.66;0.0;35.611;19.520044;-96.9156;;;125.80645;93.2;80.0;3.0;56775;2014-11-08 13:54:55:164
-0.3065;8.121;6.1291;1.0477;7.3399;6.6255;-1.3542;0.7811;-0.4964;-23.9;-27.4;-2.6;121.31;-45.77;-8.49;0.4;42.809;19.520044;-96.9156;;;125.80645;93.2;80.0;3.0;57275;2014-11-08 13:54:55:664
-0.3065;8.121;6.2823;-0.3349;8.9536;5.1011;-0.1085;-0.9568;1.2071;-16.7;-31.0;3.9;139.86;-60.28;3.76;0.4;41.827;19.520044;-96.9156;;;125.80645;93.2;80.0;3.0;57775;2014-11-08 13:54:56:164
0.1532;7.9678;6.1291;-0.4145;8.3067;6.1336;1.0627;-1.2791;0.7312;-16.5;-30.9;4.7;146.15;-53.54;3.86;0.4;42.863;19.520044;-96.9156;;;125.80645;93.2;80.0;3.0;58275;2014-11-08 13:54:56:664
1.0726;7.9678;6.5888;0.6494;7.3772;6.7869;0.4232;0.5906;-0.1981;-21.5;-30.1;-1.9;134.56;-50.72;-2.53;0.4;38.517;19.520044;-96.9156;;;125.80645;93.2;80.0;3.0;58799;2014-11-08 13:54:57:188
0.1532;7.0484;7.5081;0.2471;7.6154;7.2955;-0.0939;-0.567;0.2126;-24.4;-25.3;-8.6;113.34;-46.21;-1.94;0.4;32.701;19.520044;-96.9156;;;125.80645;93.2;80.0;3.0;59304;2014-11-08 13:54:57:693
-0.1532;7.2017;7.6614;0.1948;7.4037;7.3967;-0.348;-0.202;0.2647;-24.3;-25.3;-7.7;115.94;-45.02;-1.51;0.4;37.672;19.520044;-96.9156;;;125.80645;93.2;80.0;3.0;59805;2014-11-08 13:54:58:194
0.0;7.3549;7.8146;-0.0909;6.7394;7.7254;0.0909;0.6155;0.0891;-24.9;-24.1;-9.4;116.22;-41.1;0.67;0.4;37.557;19.520044;-96.9156;;;125.80645;93.2;80.0;3.0;60307;2014-11-08 13:54:58:696
-0.3065;7.5081;7.5081;0.0062;7.4427;7.3577;-0.3127;0.0654;0.1504;-25.1;-23.7;-9.8;111.3;-45.33;-0.05;0.4;36.059;19.520044;-96.9156;;;125.80645;93.2;80.0;3.0;60809;2014-11-08 13:54:59:198
0.7661;7.3549;7.5081;-0.0687;7.5554;7.2444;0.8348;-0.2005;0.2638;-25.5;-23.3;-10.0;110.0;-46.29;1.69;0.4;38.741;19.520044;-96.9156;;;125.80645;93.2;80.0;3.0;61310;2014-11-08 13:54:59:699
0.9194;7.5081;7.0484;0.951;7.3326;7.3458;-0.0316;0.1755;-0.2974;-26.3;-22.9;-9.4;108.23;-44.39;-6.28;0.4;34.061;19.520044;-96.9156;;;125.80645;93.2;80.0;3.0;61810;2014-11-08 13:55:00:199
0.7661;7.6614;7.0484;0.423;7.8522;6.4651;0.3431;-0.1908;0.5834;-26.7;-22.5;-8.6;102.23;-50.47;-3.74;0.4;33.444;19.520044;-96.9156;;;125.80645;93.2;80.0;3.0;62313;2014-11-08 13:55:00:702
0.9194;7.6614;7.0484;1.0124;7.6104;7.2002;-0.0931;0.0509;-0.1517;-27.1;-22.3;-7.9;104.76;-46.31;-8.0;0.4;33.229;19.520044;-96.9156;;;125.80645;93.2;80.0;3.0;62814;2014-11-08 13:55:01:203
0.9194;7.6614;6.5888;0.8628;7.7755;6.8384;0.0566;-0.1142;-0.2496;-27.1;-22.5;-7.1;105.02;-47.95;-7.58;0.4;33.337;19.520044;-96.9156;;;125.80645;93.2;80.0;3.0;63315;2014-11-08 13:55:01:704
0.6129;7.6614;6.8952;0.8546;7.6718;6.9609;-0.0884;-0.1637;0.2407;-27.1;-22.7;-6.9;107.06;-47.57;-7.0;0.4;33.06;19.520044;-96.9156;;;125.80645;93.2;80.0;3.0;63816;2014-11-08 13:55:02:205
0.6129;7.8146;6.742;0.6121;7.8084;6.6894;8.0E-4;0.0062;0.0525;-26.9;-22.9;-6.9;107.21;-48.38;-5.56;0.4;33.919;19.520044;-96.9156;;;125.80645;93.2;80.0;3.0;64316;2014-11-08 13:55:02:705
0.7661;7.8146;7.0484;0.6216;7.6763;7.042;-0.0087;0.1383;-0.1468;-26.7;-23.1;-7.1;108.33;-47.36;-5.04;0.4;33.202;19.520044;-96.9156;;;125.80645;93.2;80.0;3.0;64818;2014-11-08 13:55:03:207
0.3065;7.9678;6.742;0.293;8.1025;6.4435;0.0135;-0.1347;0.2985;-26.5;-23.3;-7.1;107.79;-49.13;-4.82;0.4;33.139;19.520044;-96.9156;;;125.80645;93.2;80.0;3.0;65321;2014-11-08 13:55:03:710
0.9194;7.9678;6.5888;0.2804;7.9844;6.5496;0.7922;0.1367;0.0392;-26.5;-22.9;-7.7;106.85;-50.88;-1.4;0.4;33.89;19.520044;-96.9156;;;125.80645;93.2;80.0;3.0;65821;2014-11-08 13:55:04:210
1.6855;8.4275;5.8226;1.1588;8.0386;6.275;0.5267;0.3889;-0.4524;-27.3;-22.1;-7.9;98.33;-51.56;-10.46;0.4;33.005;19.520044;-96.9156;;;125.80645;93.2;80.0;3.0;66322;2014-11-08 13:55:04:711
0.6129;8.4275;5.9759;1.3152;8.3631;5.9768;-0.7023;0.0644;-9.0E-4;-27.7;-21.9;-5.5;99.07;-53.8;-12.41;0.4;32.741;19.520044;-96.9156;;;125.80645;93.2;80.0;3.0;66822;2014-11-08 13:55:05:211
1.379;7.9678;6.5888;0.9941;8.1446;6.9323;0.385;-0.1768;-0.3435;-25.0;-25.8;-4.3;114.97;-49.31;-8.16;0.4;31.789;19.520044;-96.9156;;;125.80645;93.2;80.0;3.0;67322;2014-11-08 13:55:05:711
0.6129;8.4275;5.6694;0.6905;7.772;6.6737;-0.0776;0.6555;-1.0043;-21.5;-28.4;2.1;130.74;-49.2;-5.91;0.4;32.827;19.520044;-96.9156;;;125.80645;93.2;80.0;3.0;67919;2014-11-08 13:55:06:308
1.8387;8.2743;6.4355;1.0731;7.9772;6.221;0.7656;0.297;0.2145;-20.8;-29.0;2.9;129.56;-51.64;-9.79;0.4;33.188;19.520044;-96.9156;;;125.80645;93.2;80.0;3.0;68419;2014-11-08 13:55:06:808
5.5162;5.2097;7.5081;1.7146;7.796;6.4101;3.8016;-2.5862;1.098;-32.3;-18.4;3.6;104.59;-49.6;-14.97;0.4;35.242;19.520044;-96.9156;;;125.80645;93.2;80.0;3.0;68919;2014-11-08 13:55:07:308
5.3629;0.9194;8.5807;7.6835;1.1845;7.9444;-2.3206;-0.2651;0.6363;-37.7;-2.7;1.9;80.75;-20.03;-39.7;0.0;34.839;19.520044;-96.9156;;;125.80645;93.2;80.0;3.0;69420;2014-11-08 13:55:07:809
6.1291;0.7661;8.2743;5.8911;0.2876;8.3503;0.238;0.4786;-0.0761;-37.7;6.6;-0.4;76.92;0.09;-37.97;0.4;33.045;19.520044;-96.9156;;;125.80645;93.2;80.0;3.0;69921;2014-11-08 13:55:08:310
6.8952;2.1452;7.5081;6.7832;0.7475;7.8704;0.112;1.3977;-0.3623;-38.2;-4.4;-1.5;91.57;-2.86;-37.02;0.4;33.602;19.520044;-96.9156;;;125.80645;93.2;80.0;3.0;70422;2014-11-08 13:55:08:811
5.0565;3.9839;8.4275;5.527;1.8042;8.3643;-0.4705;2.1797;0.0632;-38.2;-9.1;-4.2;102.25;-8.52;-39.78;0.4;33.781;19.520044;-96.9156;;;125.80645;93.2;80.0;3.0;70923;2014-11-08 13:55:09:312
5.5162;2.4516;9.5001;5.0434;3.4866;8.5696;0.4728;-1.0349;0.9304;-37.8;0.8;-11.2;70.2;-19.65;-30.81;0.4;33.365;19.520044;-96.9156;;;125.80645;93.2;80.0;3.0;71423;2014-11-08 13:55:09:812
5.6694;1.992;8.2743;4.5285;3.5124;8.4934;1.1409;-1.5204;-0.2192;-35.1;10.8;-13.5;51.2;-20.05;-28.07;0.4;39.16;19.520044;-96.9156;;;125.80645;93.2;80.0;3.0;71923;2014-11-08 13:55:10:312
5.6694;1.992;7.6614;5.2004;2.49;8.5247;0.469;-0.498;-0.8634;-34.1;12.5;-13.1;49.37;-13.95;-32.34;0.4;36.85;19.520044;-96.9156;;;125.80645;93.2;80.0;3.0;72424;2014-11-08 13:55:10:813
4.1371;3.6774;7.2017;6.0361;2.1359;8.6945;-1.899;1.5415;-1.4928;-33.6;9.1;-14.1;55.11;-9.71;-34.38;0.4;35.393;19.520044;-96.9156;;;125.80645;93.2;80.0;3.0;72924;2014-11-08 13:55:11:313
6.8952;2.9113;8.5807;4.8512;3.4585;8.1609;2.044;-0.5472;0.4198;-37.6;0.4;-7.5;73.34;-20.02;-30.73;0.4;34.151;19.520044;-96.9156;;;125.80645;93.2;80.0;3.0;73424;2014-11-08 13:55:11:813
5.5162;3.371;8.121;5.4491;3.3669;8.1033;0.0671;0.0041;0.0177;-37.0;3.3;-11.8;61.91;-19.02;-33.92;0.4;32.183;19.520044;-96.9156;;;125.80645;93.2;80.0;3.0;73924;2014-11-08 13:55:12:313
4.2904;5.5162;6.8952;5.8462;3.4066;8.132;-1.5559;2.1096;-1.2368;-37.4;4.2;-13.6;56.63;-18.78;-35.71;0.4;32.607;19.520044;-96.9156;;;125.80645;93.2;80.0;3.0;74425;2014-11-08 13:55:12:814
4.4436;4.5968;7.2017;5.0977;5.5269;7.3987;-0.6541;-0.9301;-0.197;-36.0;6.1;-16.6;42.07;-31.77;-33.3;0.4;32.516;19.520044;-96.9156;;;125.80645;93.2;80.0;3.0;74926;2014-11-08 13:55:13:315
6.8952;5.8226;7.5081;5.4554;4.6535;6.9955;1.4398;1.1691;0.5126;-31.5;7.2;-23.6;23.56;-27.37;-37.03;0.4;32.701;19.520044;-96.9156;;;125.80645;93.2;80.0;3.0;75426;2014-11-08 13:55:13:815
6.742;5.9759;5.9759;4.8845;6.3584;6.6708;1.8575;-0.3825;-0.6949;-26.4;7.4;-28.9;4.61;-36.46;-38.47;0.4;32.371;19.520044;-96.9156;;;125.80645;93.2;80.0;3.0;75927;2014-11-08 13:55:14:316
5.5162;4.9033;5.5162;7.0174;4.9828;5.9931;-1.5013;-0.0796;-0.4769;-26.1;11.7;-28.3;0.71;-31.71;-44.45;0.4;31.798;19.520044;-96.9156;;;125.80645;93.2;80.0;3.0;76427;2014-11-08 13:55:14:816
7.2017;2.1452;5.5162;7.5145;4.3693;5.6868;-0.3128;-2.2241;-0.1706;-21.1;14.5;-30.6;345.72;-27.51;-51.1;0.4;33.506;19.520044;-96.9156;;;125.80645;93.2;80.0;3.0;76928;2014-11-08 13:55:15:317
6.1291;1.0726;6.4355;8.2114;1.126;6.6818;-2.0823;-0.0534;-0.2463;-16.6;18.9;-32.5;331.04;-10.28;-50.12;0.4;31.532;19.520044;-96.9156;;;125.80645;93.2;80.0;3.0;77428;2014-11-08 13:55:15:817
8.8872;1.992;8.2743;7.3353;0.9925;6.6552;1.5519;0.9994;1.619;-16.8;21.9;-33.4;331.25;-4.91;-47.05;0.0;31.428;19.520044;-96.9156;;;125.80645;93.2;80.0;3.0;77928;2014-11-08 13:55:16:317
7.9678;-0.6129;6.742;6.9701;0.4004;7.2686;0.9977;-1.0133;-0.5266;-16.4;25.5;-30.4;341.33;-2.28;-43.8;0.0;31.633;19.520044;-96.9156;;;125.80645;93.2;80.0;3.0;78428;2014-11-08 13:55:16:817
7.6614;-0.6129;7.3549;6.5141;-0.7202;7.0439;1.1473;0.1073;0.311;-16.4;25.2;-30.7;337.46;4.29;-42.76;0.0;32.305;19.520044;-96.9156;;;125.80645;93.2;80.0;3.0;78928;2014-11-08 13:55:17:317
6.1291;-0.7661;8.8872;6.1673;0.298;8.7954;-0.0383;-1.0641;0.0918;-12.1;25.6;-31.6;337.41;-0.26;-39.12;0.0;32.167;19.520044;-96.9156;;;125.80645;93.2;80.0;3.0;79428;2014-11-08 13:55:17:817
6.1291;-0.6129;7.6614;6.1867;-0.8696;8.4462;-0.0576;0.2567;-0.7849;-12.3;25.8;-31.7;340.79;4.11;-34.45;0.0;32.506;19.520044;-96.9156;;;125.80645;93.2;80.0;3.0;79928;2014-11-08 13:55:18:317
6.742;-0.3065;7.3549;6.5442;-0.5433;7.436;0.1977;0.2369;-0.0811;-14.3;26.0;-31.3;337.54;4.11;-38.48;0.0;31.678;19.520044;-96.9156;;;125.80645;93.2;80.0;3.0;80429;2014-11-08 13:55:18:818
7.5081;-0.1532;7.2017;7.137;-0.3193;7.2933;0.3712;0.166;-0.0916;-15.1;25.3;-30.5;338.3;2.24;-43.63;0.0;32.033;19.520044;-96.9156;;;125.80645;93.2;80.0;3.0;80929;2014-11-08 13:55:19:318
7.3549;-0.1532;7.5081;7.3762;-0.1505;7.3987;-0.0213;-0.0028;0.1094;-16.0;24.7;-30.3;338.12;0.83;-44.91;0.0;32.016;19.520044;-96.9156;;;125.80645;93.2;80.0;3.0;81431;2014-11-08 13:55:19:820
7.2017;-0.6129;7.3549;7.4561;-0.6438;7.3555;-0.2545;0.1841;-6.0E-4;-16.0;24.5;-30.5;337.72;1.95;-44.8;0.0;33.315;19.520044;-96.9156;;;125.80645;93.2;80.0;3.0;81931;2014-11-08 13:55:20:320
7.2017;-0.6129;7.8146;7.1626;-0.4443;7.3222;0.0391;-0.1686;0.4923;-15.6;24.9;-30.1;337.09;3.3;-44.75;0.0;33.259;19.520044;-96.9156;;;125.80645;93.2;80.0;3.0;82431;2014-11-08 13:55:20:820
8.121;-0.3065;6.4355;7.5156;-0.3045;6.6876;0.6055;-0.002;-0.2521;-17.7;24.3;-30.3;335.55;1.73;-48.34;0.0;35.139;19.520044;-96.9156;;;125.80645;93.2;80.0;3.0;82932;2014-11-08 13:55:21:321
7.6614;-0.4597;6.5888;8.007;-0.01;6.6097;-0.3457;-0.4497;-0.0209;-18.4;24.6;-29.0;335.53;0.06;-50.46;0.0;32.27;19.520044;-96.9156;;;125.80645;93.2;80.0;3.0;83434;2014-11-08 13:55:21:823
7.6614;-0.3065;6.742;7.8823;-0.429;6.6561;-0.221;0.1225;0.0858;-18.8;25.0;-28.4;338.86;2.38;-49.82;0.0;32.427;19.520044;-96.9156;;;125.80645;93.2;80.0;3.0;83934;2014-11-08 13:55:22:323
7.6614;-0.4597;6.742;7.6717;-0.5111;6.7512;-0.0103;0.0514;-0.0092;-18.2;25.7;-28.0;339.46;2.86;-48.65;0.0;32.888;19.520044;-96.9156;;;125.80645;93.2;80.0;3.0;84435;2014-11-08 13:55:22:824
7.5081;-0.7661;6.742;7.6439;-0.7016;6.7863;-0.1358;-0.0645;-0.0443;-17.8;25.9;-28.2;339.38;3.41;-48.51;0.0;32.541;19.520044;-96.9156;;;125.80645;93.2;80.0;3.0;84936;2014-11-08 13:55:23:325
7.6614;-0.7661;6.8952;7.5939;-0.8116;6.7791;0.0674;0.0455;0.1162;-17.6;26.5;-28.4;339.93;4.56;-48.24;0.0;32.177;19.520044;-96.9156;;;125.80645;93.2;80.0;3.0;85436;2014-11-08 13:55:23:825
7.6614;-0.9194;6.742;7.6311;-0.8779;6.7971;0.0303;-0.0415;-0.0552;-17.8;26.9;-28.0;339.91;4.76;-48.18;0.0;33.337;19.520044;-96.9156;;;125.80645;93.2;80.0;3.0;85936;2014-11-08 13:55:24:325
7.5081;-0.7661;6.742;7.6632;-0.9013;6.7381;-0.1551;0.1352;0.0039;-18.0;27.1;-27.8;339.18;5.1;-48.68;0.0;32.615;19.520044;-96.9156;;;125.80645;93.2;80.0;3.0;86436;2014-11-08 13:55:24:825
7.5081;-0.9194;6.742;7.6127;-0.8224;6.8259;-0.085;0.04;0.0917;-18.0;27.1;-27.8;339.78;4.59;-48.37;0.0;34.332;19.520044;-96.9156;;;125.80645;93.2;80.0;3.0;86936;2014-11-08 13:55:25:325
7.5081;-0.7661;6.8952;7.5584;-0.8591;6.7737;-0.0503;0.093;0.1215;-17.8;27.1;-27.8;339.93;4.84;-48.13;0.0;32.606;19.520044;-96.9156;;;125.80645;93.2;80.0;3.0;87436;2014-11-08 13:55:25:825
7.5081;-0.7661;6.742;7.6814;-0.8407;6.9541;-0.1733;0.0745;-0.2121;-17.6;27.1;-28.0;340.36;4.64;-47.84;0.0;32.976;19.520044;-96.9156;;;125.80645;93.2;80.0;3.0;88178;2014-11-08 13:55:26:567
7.5081;-0.7661;6.742;7.6769;-0.7395;6.812;-0.1688;-0.0266;-0.0701;-17.6;27.1;-28.0;339.98;4.19;-48.34;0.0;64.378;19.520044;-96.9156;;;125.80645;93.2;80.0;3.0;88679;2014-11-08 13:55:27:068
7.6614;-0.7661;6.742;7.7992;-0.5977;6.8552;-0.1379;-0.1684;-0.1132;-17.6;27.1;-28.0;340.02;3.71;-48.5;0.0;34.473;19.520044;-96.9156;;;125.80645;93.2;80.0;3.0;89179;2014-11-08 13:55:27:568
7.6614;-0.9194;6.8952;7.6283;-0.8286;6.769;0.033;-0.0908;0.1262;-17.8;27.1;-28.0;339.7;4.64;-48.42;0.0;34.186;19.520044;-96.9156;;;125.80645;93.2;80.0;3.0;89679;2014-11-08 13:55:28:068
7.6614;-0.9194;6.742;7.6668;-0.8668;6.7661;-0.0055;-0.0525;-0.0241;-18.0;27.1;-28.0;339.43;4.85;-48.57;0.0;33.1;19.520044;-96.9156;;;125.80645;93.2;80.0;3.0;90180;2014-11-08 13:55:28:569
7.6614;-0.7661;6.742;7.6583;-0.7966;6.727;0.0031;0.0305;0.015;-18.0;27.1;-28.0;339.43;4.85;-48.57;0.0;31.782;19.520044;-96.9156;;;125.80645;93.2;80.0;3.0;90681;2014-11-08 13:55:29:070
7.5081;-0.7661;7.0484;7.6594;-0.7742;6.7491;-0.1513;0.0081;0.2994;-18.0;27.1;-28.0;339.47;4.54;-48.66;0.0;31.973;19.520044;-96.9156;;;125.80645;93.2;80.0;3.0;91182;2014-11-08 13:55:29:571
3.8307;-0.7661;10.5727;5.0583;-0.3923;8.5349;-1.2276;-0.3738;2.0377;-3.0;26.5;-34.5;323.01;3.08;-39.21;0.0;32.167;19.520044;-96.9156;;;125.80645;93.2;80.0;3.0;91683;2014-11-08 13:55:30:072
-0.1532;1.8387;10.2662;2.0949;0.8943;12.068;-2.2481;0.9444;-1.8018;21.9;4.4;-34.4;277.21;0.5;-14.28;0.0;32.489;19.520044;-96.9156;;;125.80645;93.2;80.0;3.0;92183;2014-11-08 13:55:30:572
-0.1532;0.6129;9.5001;-0.1056;2.3026;9.8321;-0.0476;-1.6897;-0.332;16.5;-21.0;-33.0;253.11;-11.27;0.32;0.4;33.522;19.520044;-96.9156;;;125.80645;93.2;80.0;3.0;92684;2014-11-08 13:55:31:073
0.6129;6.2823;8.5807;0.6846;2.6365;10.1842;-0.0717;3.6459;-1.6035;12.3;-36.6;-17.7;199.96;-7.96;-1.35;0.4;32.515;19.520044;-96.9156;;;125.80645;93.2;80.0;3.0;93185;2014-11-08 13:55:31:574
0.6129;3.5242;9.3468;0.4858;6.4112;6.776;0.1271;-2.887;2.5709;-4.6;-42.5;-8.0;169.96;-43.51;-4.39;0.4;32.459;19.520044;-96.9156;;;125.80645;93.2;80.0;3.0;93689;2014-11-08 13:55:32:078
1.0726;1.2258;13.7904;-1.5836;1.8535;11.019;2.6562;-0.6277;2.7714;10.0;-16.7;-34.8;240.04;-18.78;3.09;0.4;33.279;19.520044;-96.9156;;;125.80645;93.2;80.0;3.0;94190;2014-11-08 13:55:32:579
-1.5323;-3.2178;10.113;0.2477;1.1195;12.8873;-1.7799;-4.3373;-2.7743;-0.9;-33.8;-24.2;179.03;-4.96;-1.1;0.4;32.885;19.520044;-96.9156;;;125.80645;93.2;80.0;3.0;94691;2014-11-08 13:55:33:080
1.8387;1.379;12.4114;0.2426;-1.6473;11.2005;1.5961;3.0264;1.2108;8.1;-24.3;-30.2;190.05;12.06;5.12;0.4;32.339;19.520044;-96.9156;;;125.80645;93.2;80.0;3.0;95329;2014-11-08 13:55:33:718
-0.1532;-3.2178;10.7259;-3.2853;-2.0877;11.8797;3.1321;-1.13;-1.1538;-0.7;-30.5;-24.3;167.57;9.61;15.46;0.4;34.928;19.520044;-96.9156;;;125.80645;93.2;80.0;3.0;95829;2014-11-08 13:55:34:218
0.4597;1.379;14.7098;1.7113;-0.8741;10.2764;-1.2517;2.2532;4.4334;18.0;-8.6;-29.4;231.56;20.42;-8.47;0.4;31.716;19.520044;-96.9156;;;125.80645;93.2;80.0;3.0;96329;2014-11-08 13:55:34:718
-1.8387;-3.9839;9.5001;-1.3487;-0.5052;12.8674;-0.4901;-3.4787;-3.3673;2.4;-28.9;-23.8;186.47;-3.66;1.92;0.4;36.808;19.520044;-96.9156;;;125.80645;93.2;80.0;3.0;96830;2014-11-08 13:55:35:219
1.2258;-0.3065;13.9437;0.1888;-1.3376;10.7216;1.037;1.0311;3.2221;10.9;-11.1;-31.5;218.09;7.11;-1.01;0.4;32.189;19.520044;-96.9156;;;125.80645;93.2;80.0;3.0;97331;2014-11-08 13:55:35:720
-0.9194;-3.2178;8.4275;-1.1209;-1.3755;11.896;0.2016;-1.8423;-3.4685;-1.5;-28.4;-23.0;174.08;6.57;5.38;0.4;35.048;19.520044;-96.9156;;;125.80645;93.2;80.0;3.0;97831;2014-11-08 13:55:36:220
1.0726;-0.3065;11.3388;0.4163;-1.9767;10.5471;0.6563;1.6702;0.7917;4.2;-16.4;-31.3;182.69;18.92;5.18;0.4;32.371;19.520044;-96.9156;;;125.80645;93.2;80.0;3.0;98331;2014-11-08 13:55:36:720
-1.992;-2.9113;9.6533;-1.1577;-2.1605;11.1272;-0.8343;-0.7508;-1.4739;-4.9;-19.8;-30.0;170.92;2.4;-3.05;0.4;33.825;19.520044;-96.9156;;;125.80645;93.2;80.0;3.0;98831;2014-11-08 13:55:37:220
0.1532;0.4597;11.0323;-1.0406;-1.7617;8.8615;1.1938;2.2214;2.1708;-9.6;-21.9;-28.0;153.74;11.17;6.7;0.4;32.073;19.520044;-96.9156;;;125.80645;93.2;80.0;3.0;99331;2014-11-08 13:55:37:720
0.4597;0.6129;9.8065;0.1894;-0.3354;10.9611;0.2703;0.9483;-1.1546;-3.8;-25.5;-25.7;172.16;1.75;-0.99;0.4;31.452;19.520044;-96.9156;;;125.80645;93.2;80.0;3.0;99831;2014-11-08 13:55:38:220
0.0;-0.4597;11.0323;0.5911;0.5606;10.2057;-0.5911;-1.0203;0.8266;-4.0;-26.0;-26.0;173.4;0.13;-2.16;0.4;30.879;19.520044;-96.9156;;;125.80645;93.2;80.0;3.0;100331;2014-11-08 13:55:38:720
-2.1452;0.7661;10.8791;-2.7235;-1.4005;11.4801;0.5784;2.1667;-0.6009;14.8;-20.8;-26.1;199.52;6.77;13.35;0.4;34.203;19.520016;-96.91536;;;225.80644;93.2;80.0;3.0;100831;2014-11-08 13:55:39:220
-1.5323;0.3065;11.1856;-1.163;1.4842;11.0587;-0.2737;-1.2971;0.5264;12.5;-23.8;-27.6;205.21;-8.43;7.68;0.4;31.222;19.520016;-96.91536;;;225.80644;93.2;80.0;3.0;101332;2014-11-08 13:55:39:721
-0.4597;0.7661;9.8065;-1.2479;0.16;10.2711;0.7882;1.0658;-0.771;12.2;-29.2;-24.6;195.95;0.47;8.11;0.4;30.918;19.520016;-96.91536;;;225.80644;93.2;80.0;3.0;101832;2014-11-08 13:55:40:221
-1.6855;1.379;9.5001;-0.7747;2.128;10.1923;-0.2978;0.0172;1.1465;8.9;-29.9;-22.2;199.53;-2.99;5.29;0.4;32.288;19.520016;-96.91536;;;225.80644;93.2;80.0;3.0;102333;2014-11-08 13:55:40:722
-1.2258;0.7661;10.8791;-1.151;1.2284;10.3462;-0.3812;-0.7687;-0.2332;10.4;-28.3;-20.4;189.94;-9.43;6.77;0.4;31.205;19.520016;-96.91536;;;225.80644;93.2;80.0;3.0;102834;2014-11-08 13:55:41:223
-1.8387;1.2258;12.2582;-1.7199;0.9754;10.2261;0.0344;1.0166;4.1772;14.8;-20.0;-19.9;217.61;-3.72;7.42;0.4;30.647;19.520016;-96.91536;;;225.80644;93.2;80.0;3.0;103335;2014-11-08 13:55:41:724
-2.1452;-1.379;10.4194;-1.7036;0.4776;11.1008;-0.1351;-1.8567;0.0848;12.4;-24.5;-15.7;202.1;-2.44;8.73;0.4;31.478;19.520016;-96.91536;;;225.80644;93.2;80.0;3.0;103835;2014-11-08 13:55:42:224
-1.5323;1.2258;11.7985;-1.3652;-0.9807;10.5507;-0.0139;2.2065;1.7074;20.3;-15.0;-16.5;226.92;5.27;7.37;0.4;30.582;19.520016;-96.91536;;;225.80644;93.2;80.0;3.0;104335;2014-11-08 13:55:42:724
-1.6855;-1.0726;9.6533;-1.9295;0.6186;11.7524;0.244;-1.6912;-2.0991;17.6;-25.5;-15.6;214.15;-4.85;7.19;0.4;32.92;19.520016;-96.91536;;;225.80644;93.2;80.0;3.0;104838;2014-11-08 13:55:43:227
-1.0726;1.379;10.8791;-1.451;-0.8052;10.8236;0.3784;2.1842;0.0556;24.5;-11.8;-21.7;234.57;6.81;9.45;0.4;31.136;19.520016;-96.91536;;;225.80644;93.2;80.0;3.0;105338;2014-11-08 13:55:43:727
-2.4516;-1.992;8.7339;-1.9904;-0.3299;11.3033;-0.4612;-1.662;-2.5694;18.4;-28.1;-20.7;211.54;-1.47;7.27;0.4;32.392;19.520016;-96.91536;;;225.80644;93.2;80.0;3.0;105838;2014-11-08 13:55:44:227
-2.4516;-0.3065;9.9598;-1.8636;-1.4068;9.8227;-0.588;1.1004;0.137;24.6;-14.4;-24.8;217.97;7.75;13.16;0.4;38.079;19.520016;-96.91536;;;225.80644;93.2;80.0;3.0;106338;2014-11-08 13:55:44:727
