sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION X (°);ORIENTATION Y (°);ORIENTATION Z (°);PROXIMITY (i);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);Temperature (F);Level (%);Voltage (Volt);Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
9.1936;-0.1532;3.5242;9.3367;-0.4832;3.2504;-0.1572;0.1624;-0.0218;-25.5;-25.6;-12.9;188.58;2.46;-70.9;0.0;33.976;19.51936;-96.912994;;;7622.5806;93.2;69.0;3.0;492719;2014-11-08 14:02:11:108
9.8065;-0.3065;3.5242;9.4645;-0.3048;3.3978;0.342;-0.0017;0.1265;-25.9;-25.6;-12.7;187.05;1.58;-69.98;0.4;35.286;19.51936;-96.912994;;;7622.5806;93.2;69.0;3.0;493219;2014-11-08 14:02:11:608
9.1936;-0.6129;3.0645;9.4416;-0.7283;3.1872;-0.0947;0.1154;0.1838;-27.5;-25.2;-6.3;173.75;4.18;-71.35;0.4;34.456;19.51936;-96.912994;;;7622.5806;93.2;69.0;3.0;493720;2014-11-08 14:02:12:109
9.3468;-0.6129;3.0645;9.3512;-0.5828;3.124;-0.0044;-0.0301;-0.0595;-28.3;-25.2;-6.0;172.99;3.56;-71.31;0.4;35.865;19.51936;-96.912994;;;7622.5806;93.2;69.0;3.0;494220;2014-11-08 14:02:12:609
9.3468;-0.4597;2.9113;9.4271;-0.5784;3.0528;-0.0802;0.1187;-0.1415;-28.5;-25.2;-6.0;173.59;3.59;-71.89;0.4;35.464;19.51936;-96.912994;;;7622.5806;93.2;69.0;3.0;494721;2014-11-08 14:02:13:110
9.5001;-0.6129;3.0645;9.499;-0.3938;2.9921;0.0011;-0.2191;0.0724;-28.5;-25.4;-6.2;173.93;2.71;-72.3;0.4;36.934;19.51936;-96.912994;;;7622.5806;93.2;69.0;3.0;495222;2014-11-08 14:02:13:611
9.3468;-0.4597;3.0645;9.4367;-0.5248;3.006;-0.0898;0.0651;0.0586;-28.1;-25.4;-7.0;175.9;3.13;-72.19;0.4;37.4;19.51936;-96.912994;;;7622.5806;93.2;69.0;3.0;495722;2014-11-08 14:02:14:111
9.3468;-0.3065;3.2178;9.4515;-0.4946;3.0925;-0.1047;0.1881;0.1252;-27.7;-25.6;-7.7;177.69;2.85;-71.88;0.4;35.278;19.51936;-96.912994;;;7622.5806;93.2;69.0;3.0;496222;2014-11-08 14:02:14:611
9.1936;-0.6129;3.0645;9.3732;-0.533;3.077;-0.1796;-0.0799;-0.0124;-27.5;-25.6;-8.4;178.06;3.0;-71.61;0.4;33.967;19.51936;-96.912994;;;7622.5806;93.2;69.0;3.0;496722;2014-11-08 14:02:15:111
9.0404;-0.7661;3.0645;9.2811;-0.5981;3.2662;-0.2407;-0.1681;-0.2017;-27.3;-25.6;-8.9;179.8;3.01;-71.37;0.4;33.682;19.51936;-96.912994;;;7622.5806;93.2;69.0;3.0;497222;2014-11-08 14:02:15:611
9.1936;-1.379;3.0645;9.5877;-0.7923;3.5373;-0.2991;-0.2247;-0.3323;-27.5;-25.0;-9.6;180.08;4.43;-69.75;0.4;61.689;19.51936;-96.912994;;;7622.5806;93.2;69.0;3.0;497723;2014-11-08 14:02:16:112
9.3468;-0.7661;3.2178;9.1591;-1.0176;3.158;0.1878;0.2515;-0.0934;-27.9;-24.6;-10.2;180.35;6.56;-70.68;0.4;34.98;19.51936;-96.912994;;;7622.5806;93.2;69.0;3.0;498223;2014-11-08 14:02:16:612
9.5001;-0.7661;2.9113;9.4759;-0.5901;3.081;0.0242;-0.176;-0.1696;-27.9;-24.4;-10.6;184.01;3.39;-71.99;0.4;37.276;19.51936;-96.912994;;;7622.5806;93.2;69.0;3.0;498723;2014-11-08 14:02:17:112
9.1936;-0.7661;3.2178;9.4175;-0.7711;2.9655;-0.2238;0.005;0.2523;-27.7;-24.6;-11.0;184.37;4.46;-72.52;0.4;34.76;19.51936;-96.912994;;;7622.5806;93.2;69.0;3.0;499223;2014-11-08 14:02:17:612
9.8065;-0.6129;3.2178;9.2233;-0.6946;3.3221;0.5833;0.0817;-0.1044;-27.3;-24.6;-12.0;185.0;4.46;-70.66;0.0;32.909;19.51936;-96.912994;;;7622.5806;93.2;69.0;3.0;499723;2014-11-08 14:02:18:112
10.2662;-0.7661;3.9839;9.1691;-0.6927;3.2134;1.0972;-0.0734;0.7705;-26.9;-24.6;-12.5;184.8;3.92;-70.43;0.0;33.943;19.51936;-96.912994;;;7622.5806;93.2;69.0;3.0;500224;2014-11-08 14:02:18:613
8.8872;-0.7661;2.7581;9.8389;-0.7426;3.2878;-0.9517;-0.0235;-0.5297;-26.9;-24.4;-12.9;188.24;4.09;-71.52;0.0;33.611;19.51936;-96.912994;;;7622.5806;93.2;69.0;3.0;500724;2014-11-08 14:02:19:113
8.5807;-0.9194;5.3629;7.8977;-0.7974;3.1027;0.683;-0.1219;2.2603;-26.9;-24.4;-13.1;189.19;9.2;-73.11;0.0;34.932;19.51936;-96.912994;;;7622.5806;93.2;69.0;3.0;501224;2014-11-08 14:02:19:613
6.5888;-0.7661;8.7339;8.1907;-1.0388;7.0448;-1.602;0.2726;1.6891;-23.0;-24.2;-18.6;194.89;3.73;-63.75;0.0;34.111;19.51936;-96.912994;;;7622.5806;93.2;69.0;3.0;501724;2014-11-08 14:02:20:113
5.6694;1.379;8.7339;6.0998;-0.3362;8.6897;-0.4304;1.7152;0.0442;-23.3;-24.2;-17.9;173.93;5.02;-46.42;0.0;35.069;19.51936;-96.912994;;;7622.5806;93.2;69.0;3.0;502224;2014-11-08 14:02:20:613
5.0565;-1.6855;9.5001;5.1702;0.6201;9.1293;-0.1137;-2.3055;0.3708;-30.1;-19.6;-14.4;136.62;-5.7;-31.97;0.0;60.917;19.51936;-96.912994;;;7622.5806;93.2;69.0;3.0;502741;2014-11-08 14:02:21:130
5.5162;-2.2984;8.8872;5.1374;-1.9724;9.1486;0.532;-0.1727;-0.1082;-29.8;-18.9;-14.4;138.97;8.12;-28.59;0.0;34.644;19.51936;-96.912994;;;7622.5806;93.2;69.0;3.0;503241;2014-11-08 14:02:21:630
3.2178;-0.6129;10.113;5.1018;0.0113;8.7172;-1.884;-0.6242;1.3958;-26.5;-19.3;-19.6;146.96;-0.06;-30.34;0.0;34.513;19.51936;-96.912994;;;7622.5806;93.2;69.0;3.0;503741;2014-11-08 14:02:22:130
2.6049;0.4597;11.0323;2.4875;-0.3459;10.7098;0.1173;0.8055;0.3225;-23.3;-22.1;-17.8;141.08;1.8;-13.08;0.0;35.578;19.51936;-96.912994;;;7622.5806;93.2;69.0;3.0;504241;2014-11-08 14:02:22:630
4.5968;0.4597;10.4194;3.176;0.979;10.6453;1.4208;-0.5193;-0.2259;-21.0;-23.2;-21.0;145.6;-5.04;-16.61;0.0;32.953;19.51936;-96.912994;;;7622.5806;93.2;69.0;3.0;504741;2014-11-08 14:02:23:130
5.5162;-0.6129;8.2743;5.7033;-0.4736;8.1851;-0.1871;-0.1393;0.0891;-23.6;-24.3;-17.9;161.95;2.84;-35.52;0.4;32.815;19.51936;-96.912994;;;7622.5806;93.2;69.0;3.0;505242;2014-11-08 14:02:23:631
6.742;-0.1532;8.2743;5.8607;-0.2214;8.4904;0.8813;0.0681;-0.2162;-23.4;-23.8;-17.5;160.08;2.72;-34.87;0.4;31.846;19.51936;-96.912994;;;7622.5806;93.2;69.0;3.0;505771;2014-11-08 14:02:24:160
6.742;0.3065;7.6614;14.547;0.8896;5.7741;-7.805;-0.5832;1.8872;-22.9;-24.4;-17.4;198.09;-3.25;-68.35;0.4;33.749;19.51936;-96.912994;;;7622.5806;93.2;69.0;3.0;506271;2014-11-08 14:02:24:660
6.742;-0.4597;8.121;5.6576;-0.5192;7.9644;1.0844;0.0596;0.1566;-22.7;-24.9;-19.0;153.15;3.93;-23.43;0.0;34.021;19.51936;-96.912994;;;7622.5806;93.2;69.0;3.0;506771;2014-11-08 14:02:25:160
6.4355;-0.4597;8.121;7.1486;-0.3744;7.9838;-0.713;-0.0853;-0.016;-23.1;-25.1;-18.0;168.84;2.0;-41.84;0.0;32.97;19.51936;-96.912994;;;7622.5806;93.2;69.0;3.0;507271;2014-11-08 14:02:25:660
5.9759;0.0;8.5807;6.0889;-0.5665;8.5283;-0.1131;0.5665;0.0525;-18.8;-25.5;-21.2;173.68;2.36;-36.27;0.0;32.595;19.51936;-96.912994;;;7622.5806;93.2;69.0;3.0;507772;2014-11-08 14:02:26:161
4.9033;-0.6129;9.8065;5.8859;-1.1013;8.5965;-0.6762;0.3352;1.0568;-17.2;-21.8;-27.8;185.2;4.38;-35.15;0.0;32.298;19.51936;-96.912994;;;7622.5806;93.2;69.0;3.0;508273;2014-11-08 14:02:26:662
6.1291;3.371;8.121;4.37;0.3028;9.4462;1.7591;3.0682;-1.3251;-29.4;-24.1;-4.9;135.36;2.29;-24.45;0.0;32.246;19.51936;-96.912994;;;7622.5806;93.2;69.0;3.0;508777;2014-11-08 14:02:27:166
6.5888;3.8307;8.121;8.2108;6.2683;6.9713;-1.6221;-2.4377;1.1498;-34.0;-18.6;-0.6;98.2;-30.2;-49.67;0.0;33.897;19.51936;-96.912994;;;7622.5806;93.2;69.0;3.0;509277;2014-11-08 14:02:27:666
6.5888;4.5968;5.8226;5.3986;1.8212;8.0453;1.1901;2.7756;-2.2227;-31.1;-22.8;3.6;121.22;-12.34;-31.43;0.0;35.003;19.51936;-96.912994;;;7622.5806;93.2;69.0;3.0;509777;2014-11-08 14:02:28:166
6.8952;3.8307;7.3549;6.873;5.9434;6.3057;-1.1765;-2.6235;0.9326;-33.1;-19.7;5.0;109.51;-29.01;-54.28;0.4;31.439;19.51936;-96.912994;;;7622.5806;93.2;69.0;3.0;510277;2014-11-08 14:02:28:666
6.4355;4.2904;6.4355;6.3132;4.1568;6.9326;0.1223;0.1336;-0.4971;-30.6;-24.4;4.2;119.82;-23.91;-42.32;0.4;32.084;19.51936;-96.912994;;;7622.5806;93.2;69.0;3.0;510778;2014-11-08 14:02:29:167
5.9759;4.2904;7.2017;6.7705;4.4476;6.0817;-0.7946;-0.1572;1.1199;-30.8;-24.1;4.8;117.44;-26.46;-49.31;0.4;31.694;19.51936;-96.912994;;;7622.5806;93.2;69.0;3.0;511278;2014-11-08 14:02:29:667
7.0484;3.0645;7.0484;6.0752;4.2027;6.7778;0.9733;-1.1381;0.2706;-30.8;-23.4;3.0;117.65;-24.78;-41.87;0.4;31.755;19.51936;-96.912994;;;7622.5806;93.2;69.0;3.0;511780;2014-11-08 14:02:30:169
5.8226;2.9113;8.121;6.4715;1.9296;8.473;-0.6489;0.9817;-0.3519;-29.2;-24.8;-8.5;145.35;-1.98;-40.92;0.4;31.605;19.51936;-96.912994;;;7622.5806;93.2;69.0;3.0;512280;2014-11-08 14:02:30:669
6.2823;3.0645;8.121;5.8823;2.6287;7.7164;0.4;0.4359;0.4046;-29.6;-24.9;-3.6;127.25;-19.69;-35.91;0.4;31.463;19.5193;-96.91512;;;145.1613;93.2;69.0;3.0;512780;2014-11-08 14:02:31:169
5.2097;1.6855;9.3468;5.7918;2.3645;8.5304;-0.5821;-0.679;0.8165;-27.1;-25.9;-10.2;140.95;-13.8;-36.32;0.4;31.805;19.5193;-96.91512;;;145.1613;93.2;69.0;3.0;513280;2014-11-08 14:02:31:669
4.1371;1.8387;9.5001;5.1587;2.2047;9.1058;-2.0942;0.2469;-0.2186;-26.9;-26.3;-12.2;139.45;-11.9;-29.53;0.4;31.432;19.5193;-96.91512;;;145.1613;93.2;69.0;3.0;513780;2014-11-08 14:02:32:169
3.371;0.6129;9.5001;3.6699;1.9171;9.5873;-0.2989;-1.3042;-0.0873;-21.5;-26.5;-15.7;141.2;-11.82;-21.85;0.4;31.548;19.5193;-96.91512;;;145.1613;93.2;69.0;3.0;514280;2014-11-08 14:02:32:669
2.9113;1.379;10.113;3.4475;1.838;9.7738;-0.3732;0.8335;1.3008;-16.5;-28.8;-16.8;158.97;-7.85;-18.08;0.4;32.406;19.5193;-96.91512;;;145.1613;93.2;69.0;3.0;514780;2014-11-08 14:02:33:169
3.5242;1.5323;9.6533;3.1754;1.8022;9.9163;-0.3113;0.2964;0.862;-6.7;-29.7;-20.0;178.75;-9.82;-17.76;0.4;32.92;19.5193;-96.91512;;;145.1613;93.2;69.0;3.0;515280;2014-11-08 14:02:33:669
4.2904;1.379;9.3468;3.5859;1.0344;10.0718;1.1734;0.756;0.4689;0.6;-27.5;-28.0;202.98;-5.53;-19.6;0.4;32.233;19.5193;-96.91512;;;145.1613;93.2;69.0;3.0;515780;2014-11-08 14:02:34:169
3.8307;-0.3065;9.5001;4.1875;-0.1445;9.6824;-0.5957;-0.3327;-0.3597;-1.9;-20.5;-32.4;209.83;-6.09;-23.98;0.4;31.47;19.5193;-96.91512;;;145.1613;93.2;69.0;3.0;516281;2014-11-08 14:02:34:670
4.9033;-1.2258;9.6533;3.9164;-0.5236;9.3781;0.8959;-0.5615;0.2536;-3.1;-17.6;-34.5;207.74;2.95;-22.67;0.0;31.759;19.5193;-96.91512;;;145.1613;93.2;69.0;3.0;516782;2014-11-08 14:02:35:171
5.0565;-1.992;9.1936;4.8084;-1.7639;9.3531;0.2484;-0.1226;-0.0527;-3.9;-16.5;-34.4;209.44;7.89;-26.24;0.0;31.621;19.5193;-96.91512;;;145.1613;93.2;69.0;3.0;517282;2014-11-08 14:02:35:671
5.0565;-1.5323;9.0404;4.8612;-1.8583;9.0477;0.1811;0.4177;0.0075;-4.8;-15.7;-34.6;208.28;11.06;-28.41;0.0;31.617;19.5193;-96.91512;;;145.1613;93.2;69.0;3.0;517783;2014-11-08 14:02:36:172
4.1371;-2.9113;9.0404;4.7307;-2.0543;9.1444;-0.6354;-0.9862;-0.0849;-4.1;-14.7;-34.9;212.18;9.8;-27.85;0.0;34.697;19.5193;-96.91512;;;145.1613;93.2;69.0;3.0;518283;2014-11-08 14:02:36:672
4.4436;-1.5323;9.3468;4.4834;-1.7732;9.3156;-0.054;0.3566;0.0657;-3.5;-14.7;-34.9;211.09;11.16;-26.09;0.0;33.15;19.5193;-96.91512;;;145.1613;93.2;69.0;3.0;518783;2014-11-08 14:02:37:172
4.2904;-1.8387;9.5001;4.2676;-1.7262;9.2727;-0.0849;-0.0729;0.1796;-3.7;-16.9;-34.9;209.05;9.08;-25.24;0.0;32.545;19.5193;-96.91512;;;145.1613;93.2;69.0;3.0;519284;2014-11-08 14:02:37:673
4.2904;-1.6855;9.3468;4.2675;-1.6926;9.4502;0.1333;0.1326;-0.2321;-4.6;-17.7;-34.2;204.38;9.62;-23.82;0.0;32.555;19.5193;-96.91512;;;145.1613;93.2;69.0;3.0;519784;2014-11-08 14:02:38:173
4.4436;-1.379;9.5001;4.3522;-1.5188;9.4297;0.0802;0.1674;-0.047;-5.0;-18.5;-33.8;203.48;8.64;-25.07;0.0;33.724;19.5193;-96.91512;;;145.1613;93.2;69.0;3.0;520284;2014-11-08 14:02:38:673
4.4436;-1.2258;9.3468;4.454;-1.3622;9.372;-0.0069;0.1377;-0.0278;-5.2;-19.1;-33.6;203.56;7.48;-25.42;0.0;32.926;19.5193;-96.91512;;;145.1613;93.2;69.0;3.0;520784;2014-11-08 14:02:39:173
4.4436;-1.5323;9.3468;4.4429;-1.3206;9.4076;1.0E-4;0.0962;-0.0563;-5.6;-19.3;-33.2;200.71;7.23;-25.28;0.0;33.156;19.5193;-96.91512;;;145.1613;93.2;69.0;3.0;521284;2014-11-08 14:02:39:673
4.4436;-1.379;9.3468;4.484;-1.3717;9.4221;-0.0404;-0.0073;-0.0752;-5.8;-19.5;-33.0;200.81;7.49;-25.45;0.0;32.896;19.5193;-96.91512;;;145.1613;93.2;69.0;3.0;521784;2014-11-08 14:02:40:173
4.4436;-1.2258;9.3468;4.5619;-1.2624;9.3753;-0.1183;0.0365;-0.0285;-6.0;-19.5;-33.0;201.48;7.01;-25.82;0.0;31.23;19.5193;-96.91512;;;145.1613;93.2;69.0;3.0;522284;2014-11-08 14:02:40:673
4.4436;-1.2258;9.5001;4.5278;-1.2251;9.3865;-0.0842;-7.0E-4;0.1135;-6.2;-19.5;-33.0;201.55;6.77;-25.79;0.0;31.382;19.5193;-96.91512;;;145.1613;93.2;69.0;3.0;522784;2014-11-08 14:02:41:173
4.5968;-1.0726;9.3468;4.5413;-1.1919;9.3998;0.0555;0.1193;-0.0529;-6.4;-19.7;-32.8;200.83;6.51;-25.79;0.0;31.546;19.5193;-96.91512;;;145.1613;93.2;69.0;3.0;523286;2014-11-08 14:02:41:675
4.5968;-1.0726;9.1936;4.5603;-1.0744;9.3718;0.0365;0.0019;-0.1782;-6.6;-19.9;-32.6;199.35;6.02;-26.03;0.0;31.388;19.5193;-96.91512;;;145.1613;93.2;69.0;3.0;523786;2014-11-08 14:02:42:175
4.75;-0.9194;9.3468;4.6974;-1.1225;9.5131;0.0526;0.2031;-0.1663;-6.8;-19.9;-32.4;198.5;5.77;-25.98;0.0;31.724;19.5193;-96.91512;;;145.1613;93.2;69.0;3.0;524286;2014-11-08 14:02:42:675
5.0565;-1.0726;9.5001;4.7719;-0.992;9.3207;0.2846;-0.0806;0.1793;-6.8;-20.1;-32.4;199.54;5.28;-26.66;0.0;31.549;19.5193;-96.91512;;;145.1613;93.2;69.0;3.0;524787;2014-11-08 14:02:43:176
5.2097;-0.7661;8.8872;5.0739;-0.9777;9.3587;0.1358;0.2116;-0.4716;-7.2;-20.1;-32.2;201.76;5.25;-28.46;0.0;32.155;19.5193;-96.91512;;;145.1613;93.2;69.0;3.0;525288;2014-11-08 14:02:43:677
5.9759;-1.379;8.2743;5.6727;-1.5563;8.2804;0.3032;0.1773;-0.0061;-9.0;-20.1;-32.2;206.25;6.8;-36.15;0.0;31.607;19.5193;-96.91512;;;145.1613;93.2;69.0;3.0;526052;2014-11-08 14:02:44:441
5.9759;-1.5323;8.4275;5.4859;-1.7497;8.4882;0.4899;0.2174;-0.0607;-11.3;-19.9;-32.2;197.81;9.82;-32.87;0.0;63.057;19.5193;-96.91512;;;145.1613;93.2;69.0;3.0;526552;2014-11-08 14:02:44:941
5.9759;-1.379;8.4275;6.1078;-1.2159;8.3293;-0.132;-0.1632;0.0982;-11.0;-19.5;-32.2;204.37;7.39;-36.89;0.0;32.503;19.5193;-96.91512;;;145.1613;93.2;69.0;3.0;527053;2014-11-08 14:02:45:442
5.9759;-1.379;8.4275;6.0198;-1.3885;8.4048;-0.0439;0.0094;0.0227;-11.0;-19.1;-32.0;202.48;7.76;-35.46;0.0;33.804;19.5193;-96.91512;;;145.1613;93.2;69.0;3.0;527554;2014-11-08 14:02:45:943
5.8226;-1.5323;8.4275;5.9228;-1.3822;8.4132;-0.1002;-0.1501;0.0143;-11.5;-18.9;-32.0;202.15;7.65;-35.15;0.0;32.399;19.5193;-96.91512;;;145.1613;93.2;69.0;3.0;528055;2014-11-08 14:02:46:444
5.8226;-1.6855;8.4275;5.5679;-2.019;8.5962;0.1015;0.3335;-0.0155;-11.3;-18.7;-32.2;198.09;11.15;-32.93;0.0;32.499;19.5193;-96.91512;;;145.1613;93.2;69.0;3.0;528555;2014-11-08 14:02:46:944
5.8226;-1.6855;8.4275;5.5656;-1.5714;8.0853;0.257;-0.1141;0.3422;-11.1;-18.5;-32.4;201.68;8.36;-34.33;0.0;32.694;19.5193;-96.91512;;;145.1613;93.2;69.0;3.0;529055;2014-11-08 14:02:47:444
5.6694;-1.6855;8.5807;5.8014;-1.6127;8.5273;-0.132;-0.0728;0.0534;-10.6;-18.5;-32.4;201.31;8.89;-34.23;0.0;33.14;19.5193;-96.91512;;;145.1613;93.2;69.0;3.0;529556;2014-11-08 14:02:47:945
5.9759;-1.5323;8.5807;5.8564;-1.5852;8.4895;0.1195;0.053;0.0912;-10.0;-18.3;-32.6;203.96;9.03;-34.06;0.0;33.984;19.5193;-96.91512;;;145.1613;93.2;69.0;3.0;530057;2014-11-08 14:02:48:446
5.6694;-1.8387;8.5807;5.8687;-1.5432;8.5277;-0.1993;-0.2956;0.053;-9.6;-17.9;-32.8;205.19;8.31;-34.77;0.0;33.54;19.5193;-96.91512;;;145.1613;93.2;69.0;3.0;530557;2014-11-08 14:02:48:946
4.9033;-1.6855;9.0404;5.3258;-1.8034;8.8389;-0.4225;0.1179;0.2015;-9.2;-17.9;-33.0;203.08;9.81;-32.14;0.0;33.038;19.5193;-96.91512;;;145.1613;93.2;69.0;3.0;531057;2014-11-08 14:02:49:446
4.9033;-1.6855;9.1936;3.978;-1.6595;9.5696;0.9252;-0.026;-0.376;-8.6;-17.9;-33.0;200.55;9.85;-30.11;0.0;33.235;19.5193;-96.91512;;;145.1613;93.2;69.0;3.0;531557;2014-11-08 14:02:49:946
4.9033;-1.6855;9.1936;4.7328;-1.7076;9.2546;0.1705;0.0221;-0.0609;-8.2;-17.9;-33.0;205.6;10.24;-32.91;0.0;32.521;19.5193;-96.91512;;;145.1613;93.2;69.0;3.0;532057;2014-11-08 14:02:50:446
4.9033;-1.5323;9.0404;4.9144;-1.6633;9.0717;-0.0111;0.1311;-0.0313;-7.8;-17.9;-33.0;200.69;9.16;-28.45;0.0;33.453;19.5193;-96.91512;;;145.1613;93.2;68.0;3.0;532557;2014-11-08 14:02:50:946
4.9033;-1.8387;9.0404;4.6582;-2.182;9.7985;0.2451;0.3433;-0.7581;-7.8;-18.1;-33.2;201.15;8.95;-28.74;0.0;31.7;19.5193;-96.91512;;;145.1613;91.4;66.0;3.0;533057;2014-11-08 14:02:51:446
4.75;-1.5323;9.0404;4.9145;-1.6736;9.0284;-0.1645;0.1413;0.012;-7.3;-18.3;-33.2;202.75;9.25;-28.56;0.0;32.396;19.5193;-96.91512;;;145.1613;91.4;66.0;3.0;533558;2014-11-08 14:02:51:947
5.0565;-1.6855;9.0404;4.8831;-1.7251;9.191;0.1734;0.0396;-0.1506;-7.5;-18.5;-33.2;201.97;9.41;-27.98;0.0;31.868;19.5193;-96.91512;;;145.1613;91.4;66.0;3.0;534271;2014-11-08 14:02:52:660
5.2097;-1.6855;8.8872;5.2458;-1.5997;8.7995;-0.0361;-0.0858;0.0877;-7.7;-18.5;-33.2;203.75;8.88;-30.8;0.0;31.845;19.5193;-96.91512;;;145.1613;91.4;66.0;3.0;534772;2014-11-08 14:02:53:161
5.3629;-1.5323;8.8872;5.3633;-1.5767;8.9188;-4.0E-4;0.0444;-0.0316;-8.0;-18.5;-33.2;204.14;8.61;-31.02;0.0;31.16;19.5193;-96.91512;;;145.1613;91.4;66.0;3.0;535272;2014-11-08 14:02:53:661
5.9759;-1.0726;8.5807;5.9405;-0.9197;8.5961;0.0354;-0.1529;-0.0154;-9.6;-18.9;-32.7;204.97;5.25;-34.08;0.0;31.196;19.5193;-96.91512;;;145.1613;91.4;66.0;3.0;535783;2014-11-08 14:02:54:172
6.2823;-1.0726;8.2743;6.387;-0.5054;8.0254;-0.1047;-0.5672;0.2489;-15.0;-21.7;-27.7;190.7;5.27;-36.66;0.0;31.027;19.5193;-96.91512;;;145.1613;91.4;66.0;3.0;536283;2014-11-08 14:02:54:672
6.5888;0.1532;8.121;6.4315;-0.6185;8.2938;0.1572;0.7717;-0.1727;-19.6;-25.6;-19.9;172.8;3.14;-37.94;0.0;31.18;19.5193;-96.91512;;;145.1613;91.4;66.0;3.0;536783;2014-11-08 14:02:55:172
6.1291;-1.2258;7.9678;6.6386;0.0384;7.7108;-0.5095;-1.2642;0.257;-25.3;-21.8;-19.9;164.33;-2.0;-40.8;0.0;31.133;19.5193;-96.91512;;;145.1613;91.4;66.0;3.0;537284;2014-11-08 14:02:55:673
3.8307;-1.8387;9.8065;5.0081;-0.846;9.1729;-1.1774;-0.9927;0.6336;-30.5;-16.3;-19.0;142.06;6.56;-32.22;0.0;31.84;19.5193;-96.91512;;;145.1613;91.4;66.0;3.0;537784;2014-11-08 14:02:56:173
4.5968;1.0726;9.6533;4.5113;0.6087;10.0812;0.0855;0.4639;-0.4279;-31.8;-15.2;-18.4;127.41;4.71;-22.55;0.0;38.249;19.5193;-96.91512;;;145.1613;91.4;66.0;3.0;538284;2014-11-08 14:02:56:673
4.75;2.6049;8.7339;5.0484;2.3143;9.8892;-2.2904;1.5164;-1.4617;-36.1;-13.4;-10.9;105.27;-11.77;-27.04;0.4;31.793;19.5193;-96.91512;;;145.1613;91.4;66.0;3.0;538784;2014-11-08 14:02:57:173
5.5162;4.9033;8.5807;4.3921;3.1702;8.4527;1.1241;1.7331;0.128;-36.1;-13.6;-8.7;101.23;-18.41;-27.46;0.4;31.058;19.5193;-96.91512;;;145.1613;91.4;66.0;3.0;539284;2014-11-08 14:02:57:673
5.8226;2.9113;9.3468;3.9895;2.6777;8.7331;1.8332;0.2337;0.6138;-36.4;-13.2;-8.5;100.4;-18.03;-25.45;0.4;31.386;19.5193;-96.91512;;;145.1613;91.4;66.0;3.0;539784;2014-11-08 14:02:58:173
4.9033;3.371;8.5807;4.4509;4.1034;8.4735;0.4523;-0.7324;0.1072;-35.7;-15.2;-7.4;104.12;-17.61;-31.56;0.4;31.767;19.5193;-96.91512;;;145.1613;91.4;66.0;3.0;540284;2014-11-08 14:02:58:673
4.5968;1.2258;8.4275;5.2802;3.2757;8.792;-0.6834;-2.0498;-0.3645;-34.4;-20.8;-6.3;116.71;-17.71;-30.99;0.4;32.464;19.5193;-96.91512;;;145.1613;91.4;66.0;3.0;540785;2014-11-08 14:02:59:174
4.5968;4.4436;8.8872;5.7588;2.5244;7.9048;-1.162;1.9192;0.9824;-28.9;-24.5;-7.7;132.65;-13.27;-33.69;0.4;31.496;19.5193;-96.91512;;;145.1613;91.4;66.0;3.0;541286;2014-11-08 14:02:59:675
5.0565;2.9113;9.3468;4.8285;3.1449;9.0223;0.2279;-0.2336;0.3245;-31.1;-22.2;-9.2;121.96;-17.08;-28.15;0.4;31.292;19.5193;-96.91512;;;145.1613;91.4;66.0;3.0;541786;2014-11-08 14:03:00:175
3.8307;2.4516;9.9598;4.5461;1.8701;9.0465;-0.7154;0.5815;0.9133;-29.9;-23.1;-10.7;130.87;-10.63;-27.98;0.4;30.797;19.5193;-96.91512;;;145.1613;91.4;66.0;3.0;542286;2014-11-08 14:03:00:675
3.5242;3.0645;9.3468;3.1635;2.8785;9.7237;0.3607;0.186;-0.3768;-30.3;-22.5;-12.7;123.98;-14.85;-22.96;0.4;31.519;19.5193;-96.91512;;;145.1613;91.4;66.0;3.0;542786;2014-11-08 14:03:01:175
2.4516;1.6855;9.3468;3.5592;2.201;10.3321;-1.1075;-0.5155;-0.9852;-26.6;-23.6;-14.1;125.31;-15.19;-18.51;0.4;31.734;19.5193;-96.91512;;;145.1613;91.4;66.0;3.0;543287;2014-11-08 14:03:01:676
1.2258;1.6855;10.113;2.3871;2.8807;10.3121;-1.1613;-1.1952;-0.1991;-16.9;-28.6;-19.4;152.75;-11.15;-12.61;0.4;30.944;19.5193;-96.91512;;;145.1613;91.4;66.0;3.0;543787;2014-11-08 14:03:02:176
0.9194;0.7661;11.0323;1.9826;1.703;9.9534;-1.0632;-0.9369;1.0789;-14.4;-28.9;-21.2;152.4;-11.04;-9.07;0.4;31.329;19.5193;-96.91512;;;145.1613;91.4;66.0;3.0;544287;2014-11-08 14:03:02:676
